종류,규칙,답변
질병,구강종양," 증상] : 혹이나 종기가 입안에 생겼거나 점막이 문드러진다. 침이 흐르거나 크기에 따라서는 입을 벌린 상태로 있게 된다. 음식물을 잘 물지 못하게 되고 입에서 피가 나기도 한다. 악성 흑색종은 이름 그대로 검은 종양으로 점막이나 혀에 생긴다. 급속도로 성장하여 폐나 림프관에 전이되는 일이 많고, 악성도가 극히 높은 종양이다. 편평상피암은 점막이 문드러지거나 궤양을 일으키며 턱뼈로 번지는 경우가 많다. 섬유육종은 잇몸에 생기는 경우가 많고 혹 상태의 종양이 급속도로 커진다.@ 원인] : 유전 외에 입안의 위생 상태나 자극도 원인이 되는 것으로 보인다.@ 케어방법] : 수술에 의해 종양을 절제한다. 턱뼈에까지 번졌다면 턱뼈도 포함해서 종양을 적출해야 한다. 구강 종양은 발견하기 쉬운 편이다. 간혹 입을 벌리고 종기나 궤양이 없는지 조기발견에 힘쓰자."
질병,자궁축농증," 증상] : 고름이 밖으로 나오는 개방형과 안에 쌓여서 배출되지 않는 폐색형이 있다. 양쪽 다 기운이 없어지고 물을 많이 마시게 되고 소변양이 증가하고(다음, 다뇨), 대부분의 경우에 외음부가 부어오른다. 개방형에서는 음부에 불쾌한 냄새가 나는 고름이나 혈농 등의 분비물이 나온다. 증상이 더 심한 것은 폐색형으로 자궁 내부에 대량의 고름이 쌓여서 임신한 개처럼 배가 부풀어 오르고 구토나 설사 등의 증상이 나타난다. 증상이 진행되면 빈혈이나 신부전을 일으킬 수도 있다.@ 원인] : 출산 경험이 없는 개나 한 번만 출산한 개가 걸리기 쉽다. 발정기에는 세균이 침입하기 쉽기 때문에 발정기 이후에 많이 발병한다는 특징이 있다. 감염에 대한 저항력이 약해져 있으면 세균이 번식하고 화농화가 일어난다.@ 케어방법] : 통상 수술에 의해 자궁을 적출한다. 새끼를 꼭 낳게 하고 싶을 때에는 항생제 등의 투여로 치료할 수도 있다. 가정에서는 발정기 2~3개월 후에 잘 관찰하고 신경 쓰도록 한다. 새끼를 원하지 않는 경우에는 중성화 수술을 받으면 이 질병에 걸리지 않는다."
질병,질탈," 증상] : 질이 밖으로 나온다. 자연적으로 돌아가는 경우는 없다. 탈출이 심하면 배뇨가 곤란해지기도 한다.@ 원인] : 분만 시의 과도한 진통이나 교배시의 충격, 변비로 인한 복압 등도 원인이 된다.@ 케어방법] : 환부를 소독·세정한 후에 윤활제를 사용해 몸속으로 밀어 넣는다. 탈출을 반복할 때에는 복강 안에 꿰매기도 한다. 탈출한 조직이 괴사를 일으키기도 하는데 이 경우에는 절개해야 한다."
질병,난소종양," 증상] : 보통 한쪽에만 발생하는 경우가 많고 복부의 촉진으로 발견할 수 있을 정도로 커지기도 한다. 복수가 차서 배가 부어오르기도 한다.@ 원인] : 양성 과립막세포종 외에 선종, 선암, 난포막세포종 등이 있다. 다른 종양과 마찬가지로 유전이나 환경에 의해 일어난다.@ 케어방법] : 난소, 자궁의 적출 수술 등을 한다. 전이가 없다면 치료 가능하다. 걱정이 된다면 일찌감치 중성화 수술을 시키면 이 병에 걸리지 않는다."
질병,유선염," 증상] : 유방 색이 붉어지고 열이 난다. 멍울이 생기거나 젖이 나오기도 한다. 식욕부진에 빠지기도 하고, 염증이 심해지면 피부나 피하조직이 괴사된다. 출산 후의 수유기나 발정 후에 많이 발생하므로 그 시기에 특히 주의해야 한다.@ 원인] : 새끼에 의해 외상이 생겼거나 위생상태가 좋지 않은 것이 원인이며, 세균에 감염되어 발생한다. 젖이 다량 분비되는 것이 원인이 되는 경우도 있다.@ 케어방법] : 항생물질을 투여하고, 염증이 심할 때에는 유선을 차갑게 해준다. 수유 중인 어미라면 증상을 개선시키면서 수유를 계속할지 인공포유로 바꿀지를 결정해야 한다."
질병,유선종양," 증상] : 복부나 유두 주변에 멍울이 생긴다. 제4, 제5 유선의 발생률이 높고, 제1 유선에서는 거의 발생하지 않는다. 반 정도가 악성 유방암으로 전이될 가능성이 크기 때문에 주의가 필요하다.@ 원인] : 최초의 발정 전인 생후 6개월령 정도 사이에 중성화 수술을 받은 경우에는 발생률이 1% 이하라는 보고가 있다. 또 수술을 받은 연령에 따라 발생률이 다르기 때문에 분명 난소의 기능이 발병에 관여하고 있는 것으로 보인다.@ 케어방법] : 종양만 수술하거나 전 유선을 잘라내거나, 경우에 따라서는 난소나 자궁을 적출하기도 한다. 연령이나 질병의 진행 상태를 고려해서 결정해야 한다. 양성인 경우에는 재발 위험이 거의 없지만, 악성인 경우에는 전이나 재발이 있을 수 있기 때문에 경과를 관찰해야 한다."
질병,정유정소, 증상] : 이렇다 할 증상은 없지만 내버려두면 정소 종양이 되는 경우에 뱃속에 정소가 있기 때문에 종양이 커질 때까지 알아차리기 어렵다.@ 원인] : 유전에 의한 것으로 보인다. 굳이 따지자면 소형견에게 많이 보인다.@ 케어방법] : 종양이 발생할 리스크가 높기 때문에 대부분의 경우에는 적출수술을 권한다.
질병,정소종양, 증상] : 정소가 음낭 안에 있는 경우에는 정소가 부어오르기 때문에 알아차릴 수 있다. 정소가 정상 위치에 없는 정유정소인 개는 복부에 멍울이 생기거나 부어오르기도 한다. 종양이 여성호르몬을 분비시키기 때문에 암컷처럼 유선이 붓거나 배의 털이 빠지는 경우도 있다.@ 원인] : 다른 종양과 마찬가지로 원인은 잘 알려져 있지 않다. 양성이 대부분이다.@ 케어방법] : 수술로 정소를 적출한다. 정소 종양은 중성화 수술로 예방할 수 있다. 정유정소는 일찌감치 적출하는 것이 좋다.
질병,전립선비대," 증상] : 대부분의 개에게는 증상이 나타나지 않는다. 비대 자체에는 증상이 없고, 간혹 비대해지면서 주변에 있는 장이나 방광, 요도를 압박하기 때문에 증상이 나타나는 경우가 있다. 배변 횟수가 증가함에도 불구하고 변비가 일어나거나 변이 얇아지기도 한다. 혈뇨가 나오기도 하고 배뇨를 어려워하기도 한다. 전립선염을 동반하는 경우에는 통증도 생긴다.@ 원인] : 쇠약한 정소에서 정소호르몬이 제대로 분비되지 않아 밸런스가 무너지면서 일어나는 것으로 보인다.@ 케어방법] : 변비 등을 완화시키는 치료를 한다. 중성화 수술을 하면 전립선이 축소되어 치유가 된다. 노견 등에게는 호르몬요법을 하는 경우가 있다. 가정에서는 변비라면 섬유질이 있는 것을 많이 먹이거나 관장을 해준다. 이 질병은 어릴 때 중성화 수술을 시키면 발병하지 않는다."
질병,전립선염," 증상] : 급성인 경우와 만성인 경우가 있다. 급성에서는 소변이 잘 나오지 않게 되고, 식욕부진 등의 증상이 나타나고 소변 색이 탁하거나 혈뇨를 보는 일이 있다. 염증이 심하면 통증이 심해지는 경우가 있고, 통증 때문에 걷는 모습이 이상해지거나 등을 둥글게 웅크리는 자세를 취하게 된다. 만성의 경우에는 증상이 가볍고 비대하지도 않지만 세균에 감염되어 있기 때문에 방광염의 원인이 되기도 한다.@ 원인] : 요도로 침입한 대장균이나 포도구균 등의 세균이 전립선에 침입하여 감염되어 일어난다.@ 케어방법] : 항생물질이나 항생제를 투여한다. 재발률이 높은 질환이므로 재발을 방지하기 위해 중성화 수술을 하는 경우도 있다."
질병,전립선농양, 증상] : 소변에 피나 고름이 섞이고 탁하다. 소변이 나오지 않게 되거나 새는 것 외에도 설사나 변비를 일으키거나 열이 나기도 한다. 요로감염증을 집요하게 반복하게 된다.@ 원인] : 전립선염이나 전립선 비대에 요로감염증이 추가되면서 발생하는 것으로 보인다.@ 케어방법] : 항생물질이나 항균제를 투여하고 중성화 수술을 한다. 개복수술로 고름을 제거하기도 한다.
질병,전립선농포, 증상] : 장이나 방광을 압박하고 배변이나 배뇨가 곤란해지거나 하복부에 통증이 생기기도 한다. 고인 액체에는 피나 고름이 섞이는 경우도 많아서 혈뇨나 농뇨가 나오게 된다. 배가 커 보이기도 한다.@ 원인] : 전립선 비대나 전립선염에 의해 전립선의 분비액이 배설되지 못하게 되기 때문에 조직 안에 공포가 생겨 분비액에 쌓이게 되어 발생한다.@ 케어방법] : 중성화 수술을 한다. 전립선의 적출수술이나 농포를 잘라내기도 한다.
품종,닥스훈트특징,"오소리사냥개였던 것을 소형화시킨 것이다. 피모의 차이에 따라 스무스(단모), 롱(장모), 와이어(짧고 성긴 털) 등 3종으로 나뉜다. 컬러의 종류도 다양하다. 크기, 피모의 종류가 다른 것끼리 교배해서는 안 된다. 사지의 뼈대가 굵다."
품종,푸들특징,"미니어처, 미디엄, 스탠더드가 있다. 피모는 웨이브가 진 부드러운 감촉이며 컬러도 다양하다. 늘어진 귀와 짧은 꼬리가 특징. 몸은 늘씬하지만 근육질이다."
품종,요크셔테리어특징,영국 요크셔 지방에서 쥐를 구제하기 위해서 사육하던 개를 소형화시킨 것이다. 도그쇼에서는 길게 자란 아름다운 피모를 중요하게 여긴다.
품종,포메라니안특징,"소형이고 동체가 짧으며 말린 꼬리가 등에 올라타듯 뻗어 있다. 피모는 부드럽고 풍성하다. 몸은 단단하지만 골격이 가늘며, 특히 사지가 가냘프다."
품종,파피용특징,"파피용은 프랑스어로 '나비'라는 뜻이다. 늘어진 귀가 나비같다고 하여 이런 이름을 갖게 되었다. 단결 같은 피모, 커다란 귀가 특징이다. 냄새도 적다."
품종,시추특징,티벳 출신의 라사 압소와 페키니즈의 혼혈로 알려져 있는 중국 출신의 개. 중국어로 '사자'가 이름의 유래이다. 짧은 코가 특징이다. 몸이 튼튼해서 키우기 쉽다.
품종,슈나우저특징,독일어로 '콧수염'(슈나우쯔)이 이름의 유래. 원래는 쥐잡이로 이용되었다. 몸이 튼튼하고 근육이 잘 발달해 있다.
품종,프렌치불도그특징,"영국의 소형 불독에 퍼그나 테리어를 교배한 것으로 보고 있다. 짧은 코와 쫑긋 선 귀, 단단한 골격이 특징이다."
품종,말티즈특징|몰티즈특징,작업견이나 사냥개로 이용되던 역사가 없는 타고난 반려견. 순백에 실크 같은 광택이 있는 피모를 가졌으며 밑털이 없다. 새까맣고 동그란 눈도 특징이다.
품종,웰시코기펨브룩특징,"웰시 코기에는 꼬리털이 긴 가디건과 꼬리털이 짧은 펨브룩이 있는데, 모습은 비슷하지만 다른 견종으로 분류된다. 동장단족, 튼튼한 골격이 특징."
품종,시바견특징,옛날 일본에서는 지방마다 특징이 다른 개가 있었는데 산지의 다른 견종끼리 교배해서 태어난 것이 현재의 시바견의 루트라고 한다. 근육질로 골격이 굵은 몸.
품종,퍼그특징,"큰 두상에 눌린 코, 주름투성이의 얼굴 등 외모가 독특하다. 꼬리털이 감겨 있고 골격은 단단하며 운동량도 풍부하다. 보기보다 피모가 부드럽다."
품종,핀셔특징,"독일이나 북유럽에서 작은 해수 구제에 이용하던 중형 견종을 소형으로 개량한 것이다. 새끼사슴을 연상시키는 가냘픈 몸, 독특한 귀, 반짝거리는 눈이 특징이다. 동작은 민첩하다."
품종,카발리아킹찰스스파니엘특징,"영국의 찰스 1, 2세가 사랑한 킹 찰스 스파니엘의 개량견. 카발리아란 '중세의 기사'를 의미한다. 몸은 균형이 잘 잡혀 있다."
품종,래브라도리트리버특징,"폭이 넓은 두상, 힘센 턱, 골격이 굵고 근육이 발달한 단단한 체형. 부드러운 밑털이 밀집되어 있어 추위에는 비교적 강하다. 수영이 특기."
품종,골든리트리버특징,원래 총에 맞아 떨어진 사냥감을 물속에서 회수(리트리브)하기 위해 일하던 개. 그 때문에 근육이 잘 발달되어 있고 단단하다. 피모가 밀집되어 있고 발수성이 있다.
품종,잭러셀테리어특징,피모에 따라 스무스와 브로큰 2종류가 있다. 여우사냥을 위해 만들어진 개인 만큼 작은 틈에서도 유턴할 수 있을 만큼 관절이 부드럽다. 발이 빠르다.
품종,비글특징,"야생토끼사냥을 하던 수렵견이 조상. 체구는 작지만 몸이 상당히 단단하고 기민하게 움직인다. 커다랗게 늘어진 귀, 팽팽한 꼬리털, 처진 입모양이 특징."
품종,보더콜리특징,"골격이 단단하고 지구력과 순발력, 힘을 겸비하고 있다. 피모는 짧은 스무스, 긴 웨이브가 나 있는 러프 2종. 귀 모양도 특징적이다."
품종,아메리칸코카스파니엘특징,수렵견 그룹 중에서는 최소. 작은 체구에 비해 단단하다. 힘차고 경쾌한 걸음걸이. 비단결처럼 아름답고 긴 피모와 크고 위치가 낮은 늘어진 귀가 특징.
품종,닥스훈트성격,원래 사냥개였기 때문에 노는 것을 좋아하고 적당한 경계심이 있으며 잘 짖는다. 훈련을 시키려면 다소 끈기가 필요하다. 희로애락이 뚜렷해서 보고 있으면 질리지 않는 견종이다.
품종,푸들성격,"원래는 트뤼프(프랑스 특산 송로버섯) 채취에 쓰이던 엽견이다. 두뇌와 기억력이 좋아서 훈련시키기 쉽다. 털빠짐이나 냄새, 헛울음이 적어서 반려견으로 인기가 높다."
품종,요크셔테리어성격,감각이 예민하고 에너지가 넘친다. 테리어 특유의 격렬한 기질과 고집스러운 성격 때문에 주인 외에는 길들이기 어려운 경우도 있다. '눈으로 말한다'라고 표현할 정도로 표정이 풍부하다.
품종,포메라니안성격,"대형 견종을 소형화하는 과정에서 신경질적인 면이 나타난다고 하는데, 포메라니안도 신경질적이고 호전적이다. 가족 외에는 쉽게 길들여지지 않고, 큰 상대에게도 잘 짖는다."
품종,파피용성격,대담하지만 온순해서 길들이기 쉽고 어리광을 잘 부린다. 16세기의 유럽 귀족 사회에서 특별하게 여기던 개였기 때문인지 제멋대로인 면도 있다. 새끼를 잘 키운다.
품종,시추성격,작업견도 사냥견도 아니기 때문에 온후하고 사람을 매우 따른다. 경계심도 헛울음도 거의 없기 때문에 가정에서 키우기 쉬운 것도 장점이다.
품종,슈나우저성격,주인에 대한 충성심이 강하기 때문에 훈련시키기 쉽다. 반대로 경계심도 강하고 신중해서 잘 짖는 면도 있다.
품종,프렌치불도그성격,원래 투견이었는데 소형화 과정에서 성격도 온순하게 개량되었다. 허리와 다리가 강하기 때문에 돌아다니기를 좋아한다. 기억력이 좋고 헛울음이 적어 키우기 쉽다.
품종,말티즈성격|몰티즈성격,"지적이고 우아, 활발하고 밝고 쾌활한 반려견. 작은 몸에 어울리지 않게 용감하다. 사람의 마음을 민감하게 감지하고 어리광이 능숙한 면도 있다."
품종,웰시코기펨브룩성격,원래 목축견으로 주인의 일을 도왔기 때문에 복종적이면서도 사교적이다. 소나 양을 무리로 돌아가게 하는 역할이었기 때문인지 용감하면서도 영역 의식이 강하다. 훈련시키기는 쉽다.
품종,시바견성격,주인에게 충성스럽고 복종심이 있기 때문에 훈련이 쉽다. 대담하고 행동력이 있지만 냉정한 판단력이 있다. 헛울음이 적고 관리하기가 쉽다.
품종,퍼그성격,온화하고 복종심이 있어 훈련시키기 쉽다. 공격적인 면이 없고 헛울음도 거의 없다. 질투심이 강하다고 할 수 있다.
품종,핀셔성격,"반려견 중에서는 기질이 거칠고 공격적이다. 큰 상대에게도 과감하게 맞서고, 갑자기 달려들기도 한다. 주인에게는 극히 충성스럽다. 깨끗한 것을 좋아한다."
품종,카발리아킹찰스스파니엘성격,"붙임성이 과할 정도로 사람을 좋아하고, 근본적으로 사교적이다. 온후하고 다정한 성격으로 타인에게 공격적으로 대하는 일이 거의 없다. 머리도 좋아서 훈련시키기 쉽다."
품종,래브라도리트리버성격,감정이 풍부하고 사람에 대한 애정도 강하다. 머리가 좋아서 훈련에 따라 스스로 판단하고 행동할 줄도 알기 때문에 경찰견이나 맹도견 등의 작업견으로도 적합하다.
품종,골든리트리버성격,충성심이 강해서 반려견으로 최적. 사람을 좋아하고 호기심이 강하므로 훈련 중에 산만해지는 경향도 있다. 학습능력이 높기 때문에 잘 훈련시키면 기르기가 편하다.
품종,잭러셀테리어성격,"탐색, 모험, 땅굴파기를 쉽게 한다. 모르는 개에게는 공격적으로 대해서 다른 동물과 함께 키우기가 어렵다. 끈기가 강하고 스테미너가 있어 잠시도 가만히 있지 못한다."
품종,비글성격,주인 이외의 다른 사람에게도 우호적이다. 흥미가 있는 것을 쫓아 단독행동을 하기도 하므로 주의가 필요. 불만이나 스트레스가 있으면 낮은 목소리로 짖기도 한다.
품종,보더콜리성격,"주인에게는 복종하고 총명, 지적호기심이 강하다. 다른 사람이나 개에게는 먼저 커뮤니케이션을 취하지 않지만 공격적이지도 않다."
품종,아메리칸코카스파니엘성격,태평하고 사람을 잘 따르고 활발하다. 감수성이 풍부하고 머리가 좋아서 주인의 기대에 부응하려고 한다. 훈련시키기도 쉽지만 어리광을 받아주면 제멋대로 된다.
품종,닥스훈트케어방법|닥스훈트주의,동체가 길기 때문에 등뼈에 부담을 주는 운동은 금물이다. 비만도 요통의 원인이 되므로 체중관리를 확실하게 해야 한다. 귀가 늘어져 있기 때문에 귀를 잘 손질하는 것이 중요하다. 롱헤어드는 피모가 뭉치기 쉬우므로 빗질을 자주 해준다.
품종,푸들케어방법|푸들주의,피모가 엉키지 않도록 매일 빗질을 해준다. 눈물 때문에 눈 주변의 털이 변색되는 눈물독이 생기지 않도록 케어하고 귀도 빼먹지 말고 체크한다. 충분한 운동이 필요하다.
품종,요크셔테리어케어방법|요크셔테리어주의,피모가 매우 아름답지만 손질하기가 어렵다. 가정에서 기르는 경우라면 짧게 잘라준다. 스트레스가 쌓이기 쉬우므로 짧은 시간이라도 매일 산책 시키는 것이 좋다.
품종,포메라니안케어방법|포메라니안주의,"신경질적인 면이 나타나면 다루기 힘들어지므로 훈련을 철저히 한다. 빗질은 매일 꼼꼼하게. 비만예방, 여름의 더위 대책을 확실하게 한다. 신경질적이 되지 않도록 산책은 매일 시킨다."
품종,파피용케어방법|파피용주의,어리광부리는 개에게 공사구분을 확실하게 가르친다. 빗질은 매일 해주고 스트레스 발산을 위해 하루 한 번은 운동을 시킨다.
품종,시추케어방법|시추주의,움직이는 것을 좋아하므로 매일 많은 운동을 시키고 빗질도 거르지 않는다. 주인 곁에 있고 싶어 하므로 너무 어리광부리지 않도록 주의한다.
품종,슈나우저케어방법|슈나우저주의,피모의 손질은 정식으로는 빗질(죽은 털 제거)을 한다. 긴 부분의 털은 청결에 신경 쓴다. 기억력이 좋으니 울지 않도록 빨리 훈련시킨다.
품종,프렌치불도그케어방법|프렌치불도그주의,"침, 눈곱, 주름 사이의 더러움 등을 부지런히 닦아내고 몸을 청결하게 유지한다. 충분한 운동과 식사관리로 비만을 예방하는 데 신경 쓴다."
품종,말티즈케어방법|몰티즈주의|몰티즈케어방법|말티즈주의,"목욕은 다른 견종보다 자주한다. 빗질은 매일 꼼꼼하게 한다. 눈, 입 주위는 항상 청결하게. 통기성이 좋지 않은 귀를 체크하는 것도 중요하다."
품종,웰시코기펨브룩케어방법|웰시코기펨브룩주의,무는 버릇이 있으므로 일찌감치 훈련을 시키도록 한다. 털갈이 시기에 털이 수북이 빠지므로 빗질로 꼼꼼하게 제거한다. 허리에 부담을 적게 주도록 신경 쓴다.
품종,시바견케어방법|시바견주의,주인에게만 복종하는 면이 있기 때문에 일찍부터 다른 개나 사람에게 익숙해지게 한다. 몸은 튼튼하지만 상당한 운동량이 필요하다.
품종,퍼그케어방법|퍼그주의,"빗질은 간단히 해도 된다. 더위·추위에 약하므로 관리에 신경 쓴다. 주름 사이, 눈·입 주변을 항상 청결하게 한다. 운동은 매일같이 많이 시킨다."
품종,핀셔케어방법|핀셔주의,주인에게만 복종하고 다른 사람에게는 짖거나 무는 경우가 있으므로 훈련을 철저하게 해야 한다. 사람에게 친숙해지는 훈련을. 피모는 짧게 손질하면 편리하다. 운동은 많이 시킨다.
품종,카발리아킹찰스스파니엘케어방법|카발리아킹찰스스파니엘주의,피모 손질은 매일 해준다. 엉키기 쉬우므로 빗질을 할 때 아프지 않게 주의한다. 보기보다 활발하므로 운동은 많이 시킨다.
품종,래브라도리트리버케어방법|래브라도리트리버주의,회수작업을 잘 하므로 프리스비나 공놀이 등의 운동을 추천한다. 상당한 운동량이 필요하다. 피모는 발수성이 강해서 손질이 간단하다.
품종,골든리트리버케어방법|골든리트리버주의,운동을 하지 못하면 스트레스가 쌓여 문제 행동을 일으키기 쉬우므로 충분히 운동시킨다. 조밀한 피모에 통풍을 위해 빗질은 매일 꼼꼼하게.
품종,잭러셀테리어케어방법|잭러셀테리어주의,매일 상당한 운동량이 필요하다. 멋대로 굴을 파고 들어가지 않도록 훈련을 철저하게 시켜야 한다. 피모 손질은 간단히. 최대한 커뮤니케이션을 많이 한다.
품종,비글케어방법|비글주의,커뮤니케이션을 많이 하지 않으면 스트레스를 받는다. 훈련을 철저하게 시켜 단독행동을 예방한다. 매일 충분한 운동이 필요하다. 식욕이 왕성하므로 식사량에 신경 쓴다.
품종,보더콜리케어방법|보더콜리주의,작업의욕이 있는 개이므로 일을 맡기는 듯한 느낌으로 머리와 몸 양쪽을 사용할 수 있는 운동을 충분히 시키는 것이 좋다. 빗질로 피모를 청결하게.
품종,아메리칸코카스파니엘케어방법|아메리칸코카스파니엘주의,"피모는 엉키기 쉬우므로 꼼꼼하게 빗질한다. 눈이나 귀, 피모가 덮고 있는 다리 등은 자주 체크하여 청결하게."
품종,닥스훈트걸리기쉬운질병|닥스훈트질병|닥스훈트걸리기쉬운병,"추간판헤르니아, 갑상선기능저하증, 요로결석증, 동맥관개존증, 외이염"
품종,푸들걸리기쉬운질병|푸들질병|푸들걸리기쉬운병,"혈소판감소증, 출혈성위장염, 유루증, 외이염, 레그페르테스병"
품종,요크셔테리어걸리기쉬운질병|요크셔테리어질병|요크셔테리어걸리기쉬운병,"동맥관개존증, 수두증, 슬개골탈구, 레그페르테스병, 요로결석증"
품종,포메라니안걸리기쉬운질병|포메라니안질병|포메라니안걸리기쉬운병|포메걸리기쉬운질병|포메질병|포메걸리기쉬운병,"동맥관개존증, 승모판폐쇄부전, 기관허탈, 정유정소, 슬개골탈구"
품종,파피용걸리기쉬운질병|파피용질병|파피용걸리기쉬운병,"슬개골탈구, 기관허탈, 안검내반, 아토피성피부염"
품종,시추걸리기쉬운질병|시추질병|시추걸리기쉬운병,"혈소판감소증, 연구개과장증, 안검내반, 아토피성피부염, 요로결석"
품종,슈나우저걸리기쉬운질병|슈나우저질병|슈나우저걸리기쉬운병,"당뇨병, 백내장, 정유정소, 아토피성피부염, 요로결석증"
품종,프렌치불도그걸리기쉬운질병|프렌치불도그질병|프렌치불도그걸리기쉬운병,"안검외반, 속눈썹이상, 백내장, 요로결석증"
품종,말티즈걸리기쉬운질병|몰티즈질병|몰티즈걸리기쉬운병|말티즈질병|몰티즈걸리기쉬운질병|말티즈걸리기쉬운병,"유루증, 슬개골탈구, 혈소판감소증, 승모판폐쇄부전, 동맥관개존증"
품종,웰시코기펨브룩걸리기쉬운질병|웰시코기펨브룩질병|웰시코기펨브룩걸리기쉬운병,"추간판헤르니아, 백내장, 슬개골탈구, 요로결석증"
품종,시바견걸리기쉬운질병|시바견질병|시바견걸리기쉬운병,"아토피성피부염, 슬개골탈구, 녹내장, 갑상선기능저하증, 심실중격결손증"
품종,퍼그걸리기쉬운질병|퍼그질병|퍼그걸리기쉬운병,"연구개과장증, 기관허탈, 속눈썹이상, 안구탈출, 각막염"
품종,핀셔걸리기쉬운질병|핀셔질병|핀셔걸리기쉬운병,"탈구, 레그페르테스병, 백내장, 당뇨병"
품종,카발리아킹찰스스파니엘걸리기쉬운질병|카발리아킹찰스스파니엘질병|카발리아킹찰스스파니엘걸리기쉬운병,"승모판폐쇄부전, 연구개과장증, 외이염, 백내장"
품종,래브라도리트리버걸리기쉬운질병|래브라도리트리버질병|래브라도리트리버걸리기쉬운병,"고관절형성부전, 관절염, 위염전, 백내장, 안검외반"
품종,골든리트리버걸리기쉬운질병|골든리트리버질병|골든리트리버걸리기쉬운병,"고관절형성부전, 심근증, 아토피성피부염, 갑상선기능저하증, 백내장"
품종,잭러셀테리어걸리기쉬운질병|잭러셀테리어질병|잭러셀테리어걸리기쉬운병,"슬개골탈구, 마라세티아감염증, 당뇨병, 백내장"
품종,비글걸리기쉬운질병|비글질병|비글걸리기쉬운병,"추간판헤르니아, 고관절형성부전, 녹내장"
품종,보더콜리걸리기쉬운질병|보더콜리질병|보더콜리걸리기쉬운병,"고관절형성부전, 아토피성피부염, 백내장"
품종,아메리칸코카스파니엘걸리기쉬운질병|아메리칸코카스파니엘질병|아메리칸코카스파니엘걸리기쉬운병,"안검내반, 백내장, 갑상선기능저하증, 외이염"
품종,닥스훈트," 특징] : 오소리사냥개였던 것을 소형화시킨 것이다. 피모의 차이에 따라 스무스(단모), 롱(장모), 와이어(짧고 성긴 털) 등 3종으로 나뉜다. 컬러의 종류도 다양하다. 크기, 피모의 종류가 다른 것끼리 교배해서는 안 된다. 사지의 뼈대가 굵다.@ 성격] : 원래 사냥개였기 때문에 노는 것을 좋아하고 적당한 경계심이 있으며 잘 짖는다. 훈련을 시키려면 다소 끈기가 필요하다. 희로애락이 뚜렷해서 보고 있으면 질리지 않는 견종이다.@ 케어방법] : 동체가 길기 때문에 등뼈에 부담을 주는 운동은 금물이다. 비만도 요통의 원인이 되므로 체중관리를 확실하게 해야 한다. 귀가 늘어져 있기 때문에 귀를 잘 손질하는 것이 중요하다. 롱헤어드는 피모가 뭉치기 쉬우므로 빗질을 자주 해준다.@ 걸리기 쉬운 질병] : 추간판 헤르니아, 갑상선 기능저하증, 요로결석증, 동맥관 개존증, 외이염"
품종,푸들|토이푸들," 특징] : 미니어처, 미디엄, 스탠더드가 있다. 피모는 웨이브가 진 부드러운 감촉이며 컬러도 다양하다. 늘어진 귀와 짧은 꼬리가 특징. 몸은 늘씬하지만 근육질이다.@ 성격] : 원래는 트뤼프(프랑스 특산 송로버섯) 채취에 쓰이던 엽견이다. 두뇌와 기억력이 좋아서 훈련시키기 쉽다. 털빠짐이나 냄새, 헛울음이 적어서 반려견으로 인기가 높다.@ 케어방법] : 피모가 엉키지 않도록 매일 빗질을 해준다. 눈물 때문에 눈 주변의 털이 변색되는 눈물독이 생기지 않도록 케어하고 귀도 빼먹지 말고 체크한다. 충분한 운동이 필요하다.@ 걸리기 쉬운 질병] : 혈소판 감소증, 출혈성 위장염, 유루증, 외이염, 레그 페르테스병"
품종,요크셔테리어|요크," 특징] : 영국 요크셔 지방에서 쥐를 구제하기 위해서 사육하던 개를 소형화시킨 것이다. 도그쇼에서는 길게 자란 아름다운 피모를 중요하게 여긴다.@ 성격] : 감각이 예민하고 에너지가 넘친다. 테리어 특유의 격렬한 기질과 고집스러운 성격 때문에 주인 외에는 길들이기 어려운 경우도 있다. '눈으로 말한다'라고 표현할 정도로 표정이 풍부하다.@ 케어방법] : 피모가 매우 아름답지만 손질하기가 어렵다. 가정에서 기르는 경우라면 짧게 잘라준다. 스트레스가 쌓이기 쉬우므로 짧은 시간이라도 매일 산책 시키는 것이 좋다.@ 걸리기 쉬운 질병] : 동맥관 개존증, 수두증, 슬개골 탈구, 레그 페르테스병, 요로결석증"
품종,포메라니안|포메," 특징] : 소형이고 동체가 짧으며 말린 꼬리가 등에 올라타듯 뻗어 있다. 피모는 부드럽고 풍성하다. 몸은 단단하지만 골격이 가늘며, 특히 사지가 가냘프다.@ 성격] : 대형 견종을 소형화하는 과정에서 신경질적인 면이 나타난다고 하는데, 포메라니안도 신경질적이고 호전적이다. 가족 외에는 쉽게 길들여지지 않고, 큰 상대에게도 잘 짖는다.@ 케어방법] : 신경질적인 면이 나타나면 다루기 힘들어지므로 훈련을 철저히 한다. 빗질은 매일 꼼꼼하게. 비만예방, 여름의 더위 대책을 확실하게 한다. 신경질적이 되지 않도록 산책은 매일 시킨다.@ 걸리기 쉬운 질병] : 동맥관 개존증, 승모판 폐쇄부전, 기관허탈, 정유정소, 슬개골 탈구"
